,CANT,DESCR,SUBTOTAL_PARTIDA
1354,6,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV",3722.1
1355,1,REPARACION DE HORNO 1500W 127V,13688.0
1356,1,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7
1357,1,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2""",1121.7
1358,1,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR",1302.15
1359,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",970.0
1360,1,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18482.78
1361,25,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,36430.0
1362,10,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,1230.0
1363,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",8224.8
1364,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0
1365,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",29506.0
1366,10,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",3550.0
1367,3,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA",4157.7
1368,10,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L""",16132.6
1369,4,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP",1680.0
1370,2,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH",2333.26
1371,2,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO",1153.3
1372,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0
1373,3,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",945.0
1374,1,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",3045.5
1375,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",689.63
1376,4,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",6832.0
1377,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",815.0
1378,3,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B",4347.9
1379,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,2371.74
1380,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,1064.0
1381,4,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,2622.0
1382,1,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT",1435.2
1383,1,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45
1384,2,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE",2220.0
1385,4,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",8224.8
1386,6,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",18319.5
1387,5,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,24050.0
1388,2,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",1952.0
1389,1,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0
1390,5,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",15266.25
1391,12,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,18540.0
1392,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",410.0
1393,1,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",11809.98
1394,6,"TUB INOX 1/2""ØX1015MM 5KW 240V ""U"" ALETA",14968.8
1395,2,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",1400.0
1396,3,"PT-100 3/8""ØX3CM EXT30CM TEFLON 3HILOS",1434.0
1397,26,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,20594.86
1398,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,7987.9
1399,5,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",3647.85
1400,5,"TER J 3/16""ØX1"" EXT7MT MALLA Z/INOX",3688.1
1401,10,"CAS 5/8""ØX14"" 240V 2000W EXT1MT",13575.0
1402,1,"TUB INOX 5/16""ØX250MM 2000W 240V ""M"" BUS",1325.07
1403,16,"CBS INOX 5/8""ØX66CM 800W 480V EXT30CM",31710.08
1404,2,TUBULAR 11mmØx450mm 4500W 480V 6pz,7460.0
1405,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V,4880.0
1406,4,"CAR INOX 3/8""Øx8"" 900W, 240V CABLE 30CMS",3036.0
1407,1,REPARACION DE PLANCHA DE CARTUCHOS 220V,5668.99
1408,1,REPARACION DE MAQUINA,2300.0
1409,6,"TUB INOX 1/2""ØX40CM 4000W 220V ""M"" BUSH",17758.08
1410,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",1464.0
1411,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",1000.0
1412,1,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0
1413,5,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,9486.35
1414,3,"TIRA INOX 38MMX6"" 150W 127V T/TIPO H",1530.0
1415,6,BAN P INOX 1800x25mm 2800W 440V. CABLE,11328.0
1416,3,"TER J 3/16""ØX1/2"" EXT3MT MALLA INOX  Z/E",1317.45
1417,2,BL INOX 60mmØx50mm 400W 120/240V EXT30CM,1851.64
1418,2,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN,3821.0
1419,2,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE",4040.84
1420,2,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO,2354.14
1421,6,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM",4272.0
1422,6,"CAS INOX 1/2""ØX4"" 500W 127V EXT30CM",4311.6
1423,3,"TUB INOX 5/16""ØX300MM 5300W 220V ""M"" ESP",6547.05
1424,1,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84
1425,10,FAB  BOBINA DSD1 6 COLOCAR B/NUEVA 488V,14060.0
